Provincia,Comune,DataEN,Parametro,Risultato,LAT_WGS84,LON_WGS84,Matrice
PN,Tramonti di Sopra,08/03/2011 12:00:00 AM,Temperatura acqua,17.3,46.24579,12.7472,LW-Laghi e invasi
UD,Castions di Strada,06/27/2012 12:00:00 AM,Conducibilità elettrica a 20°C,590,45.87825,13.19004,RW-Corsi dacqua
UD,Amaro,10/11/2006 12:00:00 AM,Fosfati,0.061,46.38874,13.13748,RW-Corsi dacqua
GO,Dolegna del Collio,12/24/2012 12:00:00 AM,Fosfati,0.05,46.02317,13.47338,RW-Corsi dacqua
GO,Gorizia,04/02/2014 12:00:00 AM,Fosfati,0.0092,45.97918,13.62092,RW-Corsi dacqua
UD,Cavazzo Carnico,06/14/2012 12:00:00 AM,Conducibilità elettrica a 20°C,236,46.34395,13.07128,RW-Corsi dacqua
UD,Amaro,10/11/2006 12:00:00 AM,Fosfati,0.092,46.37348,13.05836,RW-Corsi dacqua
UD,Pontebba,03/12/2014 12:00:00 AM,pH,8.3,46.50562,13.3067,RW-Corsi dacqua
UD,Faedis,09/24/2013 12:00:00 AM,pH,8.2,46.16501,13.35964,RW-Corsi dacqua
UD,Amaro,07/16/2013 12:00:00 AM,Temperatura acqua,16.3,46.36316,13.09212,RW-Corsi dacqua
PN,Pasiano di Pordenone,03/20/2013 12:00:00 AM,Conducibilità elettrica a 20°C,467,45.83923,12.62112,RW-Corsi dacqua
GO,Medea,11/02/2009 12:00:00 AM,Temperatura acqua,12.8,45.92066,13.45524,RW-Corsi dacqua
UD,Forni di Sopra,02/26/2008 12:00:00 AM,Temperatura acqua,6.4,46.42258,12.57623,RW-Corsi dacqua
UD,Cavazzo Carnico,06/19/2012 12:00:00 AM,Conducibilità elettrica a 20°C,545,46.37348,13.05836,RW-Corsi dacqua
UD,Pontebba,02/15/2010 12:00:00 AM,pH,8.2,46.50523,13.36626,RW-Corsi dacqua
UD,Bertiolo,04/29/2014 12:00:00 AM,Temperatura acqua,15.3,45.90231,13.05159,RW-Corsi dacqua
UD,Torreano,03/08/2012 12:00:00 AM,Fosfati,0.015,46.15049,13.43724,RW-Corsi dacqua
UD,Palazzolo dello Stella,04/27/2010 12:00:00 AM,pH,8.1,45.80677,13.11068,RW-Corsi dacqua
UD,Ragogna,07/25/2016 12:00:00 AM,Temperatura acqua,15.3,46.17663,13.00322,LW-Laghi e invasi
UD,Amaro,10/01/2013 12:00:00 AM,Temperatura acqua,13.8,46.37348,13.05836,RW-Corsi dacqua
PN,Caneva,12/10/2018 12:00:00 AM,pH,8.5,45.94758,12.4467,RW-Corsi dacqua
UD,Nimis,11/17/2009 12:00:00 AM,Fosfati,0.015,46.19586,13.27426,RW-Corsi dacqua
PN,Budoia,05/14/2013 12:00:00 AM,Temperatura acqua,10.5,46.07394,12.51063,RW-Corsi dacqua
PN,Pordenone,09/24/2008 12:00:00 AM,Temperatura acqua,13.4,45.91421,12.62248,RW-Corsi dacqua
PN,Pordenone,05/29/2007 12:00:00 AM,Conducibilità elettrica a 20°C,353,45.9622,12.68322,RW-Corsi dacqua
TS,Duino-Aurisina,05/30/2011 12:00:00 AM,pH,7.5,45.78741,13.59086,RW-Corsi dacqua
UD,Sauris,07/17/2013 12:00:00 AM,Fosfati,0.189,46.45733,12.72095,RW-Corsi dacqua
PN,Brugnera,02/15/2012 12:00:00 AM,Temperatura acqua,6.4,45.87816,12.55166,RW-Corsi dacqua
UD,Tarvisio,09/17/2014 12:00:00 AM,Fosfati,0.153,46.48161,13.67274,LW-Laghi e invasi
PN,Brugnera,09/25/2013 12:00:00 AM,Fosfati,0.062,45.9229,12.57857,RW-Corsi dacqua
UD,Sappada,10/22/2019 12:00:00 AM,Conducibilità elettrica a 20°C,531,46.57398,12.72306,RW-Corsi dacqua
UD,Rivignano Teor,04/20/2010 12:00:00 AM,pH,7.9,45.88792,13.06532,RW-Corsi dacqua
PN,San Martino al Tagliamento,01/24/2012 12:00:00 AM,pH,8.2,46.02204,12.85483,RW-Corsi dacqua
UD,Taipana,08/09/2010 12:00:00 AM,pH,8.3,46.25403,13.39873,RW-Corsi dacqua
PN,Frisanco,08/10/2012 12:00:00 AM,Temperatura acqua,23.4,46.26188,12.69275,LW-Laghi e invasi
UD,Cavazzo Carnico,06/03/2015 12:00:00 AM,Fosfati,0.05,46.34395,13.07128,RW-Corsi dacqua
UD,Cercivento,01/26/2015 12:00:00 AM,Conducibilità elettrica a 20°C,365,46.5235,12.994,RW-Corsi dacqua
PN,San Vito al Tagliamento,11/27/2014 12:00:00 AM,pH,7.9,45.91607,12.84374,RW-Corsi dacqua
UD,Cavazzo Carnico,09/09/2014 12:00:00 AM,Temperatura acqua,15.3,46.37348,13.05836,RW-Corsi dacqua
UD,Tarvisio,09/10/2013 12:00:00 AM,Temperatura acqua,12.5,46.50415,13.59224,RW-Corsi dacqua
PN,San Martino al Tagliamento,08/29/2011 12:00:00 AM,Temperatura acqua,16.8,46.03606,12.8406,RW-Corsi dacqua
UD,Latisana,12/27/2006 12:00:00 AM,Fosfati,0.092,45.77247,12.99656,RW-Corsi dacqua
GO,Mossa,06/20/2011 12:00:00 AM,Fosfati,0.0276,45.95523,13.53375,RW-Corsi dacqua
UD,Tarvisio,09/18/2014 12:00:00 AM,Fosfati,0.153,46.47608,13.66806,LW-Laghi e invasi
UD,San Leonardo,07/13/2010 12:00:00 AM,Conducibilità elettrica a 20°C,306,46.11871,13.52093,RW-Corsi dacqua
UD,Bordano,01/22/2008 12:00:00 AM,Conducibilità elettrica a 20°C,615,46.31529,13.12074,RW-Corsi dacqua
UD,Ragogna,02/10/2010 12:00:00 AM,Temperatura acqua,6,46.17658,12.95722,RW-Corsi dacqua
PN,Montereale Valcellina,05/31/2017 12:00:00 AM,pH,8.3,46.16759,12.65087,LW-Laghi e invasi
UD,Carlino,07/15/2008 12:00:00 AM,Conducibilità elettrica a 20°C,648,45.80499,13.19179,RW-Corsi dacqua
GO,Cormons,09/08/2014 12:00:00 AM,Temperatura acqua,17.1,45.9804,13.47182,RW-Corsi dacqua
UD,Tarvisio,05/28/2012 12:00:00 AM,Fosfati,0.153,46.48161,13.67274,LW-Laghi e invasi
UD,Attimis,04/05/2011 12:00:00 AM,Fosfati,0.130,46.18494,13.30463,RW-Corsi dacqua
GO,Mossa,10/26/2012 12:00:00 AM,Temperatura acqua,15.6,45.95523,13.53375,RW-Corsi dacqua
UD,Colloredo di Monte Albano,06/12/2019 12:00:00 AM,pH,8.1,46.15804,13.15914,RW-Corsi dacqua
UD,Tarvisio,05/28/2012 12:00:00 AM,Temperatura acqua,11.5,46.47608,13.66806,LW-Laghi e invasi
UD,Paluzza,11/14/2007 12:00:00 AM,pH,8.2,46.5855,12.9958,RW-Corsi dacqua
PN,Pasiano di Pordenone,06/30/2016 12:00:00 AM,pH,8.1,45.84111,12.64093,RW-Corsi dacqua
UD,Forni di Sopra,07/06/2010 12:00:00 AM,Conducibilità elettrica a 20°C,306,46.42353,12.581,RW-Corsi dacqua
PN,Sacile,05/07/2018 12:00:00 AM,pH,7.4,45.94056,12.50017,RW-Corsi dacqua
UD,Montenars,09/09/2014 12:00:00 AM,pH,8.3,46.2482,13.15962,RW-Corsi dacqua
UD,Povoletto,07/22/2010 12:00:00 AM,Conducibilità elettrica a 20°C,243,46.17842,13.25956,RW-Corsi dacqua
UD,Manzano,03/10/2014 12:00:00 AM,pH,8.5,45.96976,13.35114,RW-Corsi dacqua
PN,Sesto al Reghena,11/16/2009 12:00:00 AM,Fosfati,0.18,45.84996,12.86262,RW-Corsi dacqua
UD,San Giovanni al Natisone,12/12/2012 12:00:00 AM,Conducibilità elettrica a 20°C,347,45.97011,13.43848,RW-Corsi dacqua
PN,Prata di Pordenone,11/16/2017 12:00:00 AM,pH,8.1,45.84069,12.5688,RW-Corsi dacqua
GO,Capriva del Friuli,03/15/2016 12:00:00 AM,pH,8.3,45.9499,13.51675,RW-Corsi dacqua
PN,Erto e Casso,06/29/2010 12:00:00 AM,Temperatura acqua,12.2,46.27603,12.3783,RW-Corsi dacqua
PN,Azzano Decimo,07/27/2016 12:00:00 AM,pH,8,45.82945,12.67557,RW-Corsi dacqua
GO,Savogna d'Isonzo,10/02/2013 12:00:00 AM,Conducibilità elettrica a 20°C,300,45.88979,13.58755,RW-Corsi dacqua
UD,Manzano,03/15/2010 12:00:00 AM,pH,8.4,45.99243,13.38929,RW-Corsi dacqua
UD,Terzo d'Aquileia,10/24/2011 12:00:00 AM,pH,7.8,45.79757,13.3517,RW-Corsi dacqua
PN,Zoppola,07/05/2011 12:00:00 AM,Temperatura acqua,20.5,45.97044,12.73218,RW-Corsi dacqua
UD,Amaro,07/10/2019 12:00:00 AM,pH,8.4,46.37781,13.12225,RW-Corsi dacqua
UD,San Daniele del Friuli,12/10/2013 12:00:00 AM,Temperatura acqua,9.7,46.15279,13.03446,RW-Corsi dacqua
UD,Forni di Sopra,08/22/2006 12:00:00 AM,Temperatura acqua,15,46.42258,12.57623,RW-Corsi dacqua
UD,Ragogna,07/30/2018 12:00:00 AM,Temperatura acqua,22,46.17658,12.95722,RW-Corsi dacqua
UD,Cavazzo Carnico,12/01/2011 12:00:00 AM,Conducibilità elettrica a 20°C,248,46.36712,13.03961,RW-Corsi dacqua
UD,Resia,11/22/2011 12:00:00 AM,Conducibilità elettrica a 20°C,204,46.30685,13.39639,RW-Corsi dacqua
GO,Medea,12/21/2011 12:00:00 AM,Conducibilità elettrica a 20°C,471,45.92066,13.45524,RW-Corsi dacqua
TS,Muggia,01/13/2010 12:00:00 AM,Temperatura acqua,10.7,45.58752,13.81634,RW-Corsi dacqua
UD,Moggio Udinese,09/05/2013 12:00:00 AM,Fosfati,0.05,46.44513,13.19093,RW-Corsi dacqua
UD,Ragogna,11/25/2009 12:00:00 AM,Conducibilità elettrica a 20°C,490,46.17658,12.95722,RW-Corsi dacqua
UD,Codroipo,10/13/2011 12:00:00 AM,Fosfati,0.053,45.94387,12.99152,RW-Corsi dacqua
PN,Budoia,05/14/2013 12:00:00 AM,Conducibilità elettrica a 20°C,189,46.07394,12.51063,RW-Corsi dacqua
TS,Duino-Aurisina,11/05/2007 12:00:00 AM,pH,7.4,45.78741,13.59086,RW-Corsi dacqua
UD,Moggio Udinese,07/19/2010 12:00:00 AM,Conducibilità elettrica a 20°C,356,46.40636,13.19897,RW-Corsi dacqua
UD,Chiusaforte,02/25/2019 12:00:00 AM,pH,8.3,46.40598,13.31042,RW-Corsi dacqua
PN,Tramonti di Sotto,05/15/2014 12:00:00 AM,Temperatura acqua,12.6,46.29873,12.81343,RW-Corsi dacqua
PN,Brugnera,09/28/2011 12:00:00 AM,Fosfati,0.2,45.9229,12.57857,RW-Corsi dacqua
UD,San Leonardo,06/20/2011 12:00:00 AM,Fosfati,0.015,46.11871,13.52093,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,04/07/2008 12:00:00 AM,pH,8.4,45.62031,13.86865,RW-Corsi dacqua
TS,Duino-Aurisina,09/18/2007 12:00:00 AM,Conducibilità elettrica a 20°C,390,45.78741,13.59086,RW-Corsi dacqua
UD,Tarvisio,06/20/2013 12:00:00 AM,Temperatura acqua,6.2,46.42042,13.56553,LW-Laghi e invasi
UD,San Daniele del Friuli,06/21/2006 12:00:00 AM,pH,8,46.2099,13.02744,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,06/15/2011 12:00:00 AM,Fosfati,0.264,45.60726,13.82014,RW-Corsi dacqua
UD,Treppo Grande,09/01/2015 12:00:00 AM,Temperatura acqua,19.9,46.17088,13.15865,RW-Corsi dacqua
UD,Trasaghis,11/23/2017 12:00:00 AM,Fosfati,0.06,46.33162,13.0775,LW-Laghi e invasi
PN,Barcis,04/17/2013 12:00:00 AM,Fosfati,0.05,46.21917,12.49746,RW-Corsi dacqua
UD,Castions di Strada,05/24/2010 12:00:00 AM,Temperatura acqua,15.1,45.87825,13.19004,RW-Corsi dacqua
UD,Tarvisio,07/31/2012 12:00:00 AM,Temperatura acqua,9.7,46.48161,13.67274,LW-Laghi e invasi
PN,Claut,03/04/2010 12:00:00 AM,Conducibilità elettrica a 20°C,210,46.25187,12.46372,RW-Corsi dacqua
GO,Gorizia,05/08/2013 12:00:00 AM,Fosfati,0.0092,45.91271,13.56315,RW-Corsi dacqua
UD,Fiumicello,07/18/2007 12:00:00 AM,Fosfati,0.0153,45.80293,13.43118,RW-Corsi dacqua
UD,Lauco,12/17/2015 12:00:00 AM,Fosfati,0.05,46.43979,12.94608,RW-Corsi dacqua
UD,San Giovanni al Natisone,06/05/2014 12:00:00 AM,Conducibilità elettrica a 20°C,470,45.97011,13.43848,RW-Corsi dacqua
UD,San Giovanni al Natisone,09/17/2009 12:00:00 AM,pH,8.1,45.97011,13.43848,RW-Corsi dacqua
UD,Lauco,09/09/2013 12:00:00 AM,Temperatura acqua,14.1,46.44893,12.94969,RW-Corsi dacqua
UD,Rive d'Arcano,12/12/2016 12:00:00 AM,Fosfati,0.05,46.12507,13.02271,RW-Corsi dacqua
PN,Caneva,08/07/2018 12:00:00 AM,pH,8.5,45.94758,12.4467,RW-Corsi dacqua
PN,Sesto al Reghena,06/27/2011 12:00:00 AM,Conducibilità elettrica a 20°C,496,45.84996,12.86262,RW-Corsi dacqua
UD,Varmo,02/15/2017 12:00:00 AM,pH,8,45.90158,13.02885,RW-Corsi dacqua
UD,Tarvisio,05/04/2011 12:00:00 AM,Fosfati,0.017,46.52571,13.62897,RW-Corsi dacqua
UD,Rive d'Arcano,06/06/2019 12:00:00 AM,pH,8,46.12507,13.02271,RW-Corsi dacqua
UD,Codroipo,07/06/2015 12:00:00 AM,pH,8.3,45.94387,12.99152,RW-Corsi dacqua
UD,Cervignano del Friuli,03/21/2013 12:00:00 AM,Temperatura acqua,14.6,45.83021,13.3404,RW-Corsi dacqua
UD,Manzano,02/08/2019 12:00:00 AM,Conducibilità elettrica a 20°C,530,45.96976,13.35114,RW-Corsi dacqua
PN,Cordenons,03/20/2018 12:00:00 AM,pH,7.9,45.97775,12.70505,RW-Corsi dacqua
PN,Cordovado,12/03/2015 12:00:00 AM,pH,7.6,45.8346,12.88365,RW-Corsi dacqua
UD,Majano,05/29/2012 12:00:00 AM,Fosfati,0.074,46.16432,13.08392,RW-Corsi dacqua
PN,Barcis,09/24/2013 12:00:00 AM,pH,8.3,46.18944,12.57321,LW-Laghi e invasi
PN,Zoppola,05/10/2012 12:00:00 AM,Fosfati,0.2,45.97118,12.81681,RW-Corsi dacqua
UD,Varmo,07/30/2012 12:00:00 AM,Conducibilità elettrica a 20°C,483,45.88253,12.97478,RW-Corsi dacqua
UD,Rivignano Teor,10/29/2019 12:00:00 AM,Conducibilità elettrica a 20°C,559,45.87257,13.09396,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,10/18/2010 12:00:00 AM,Fosfati,0.143,45.58248,13.83654,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,08/20/2008 12:00:00 AM,Conducibilità elettrica a 20°C,430,45.61085,13.8568,RW-Corsi dacqua
UD,Manzano,07/02/2014 12:00:00 AM,pH,8.4,45.98801,13.3483,RW-Corsi dacqua
GO,Gorizia,02/21/2011 12:00:00 AM,Conducibilità elettrica a 20°C,427,45.97918,13.62092,RW-Corsi dacqua
PN,Frisanco,09/23/2014 12:00:00 AM,pH,8.4,46.21935,12.70492,RW-Corsi dacqua
TS,Duino-Aurisina,05/22/2013 12:00:00 AM,Temperatura acqua,14,45.78741,13.59086,RW-Corsi dacqua
UD,Ragogna,04/18/2018 12:00:00 AM,Fosfati,0.06,46.17663,13.00322,LW-Laghi e invasi
UD,Arta Terme,05/28/2018 12:00:00 AM,pH,8.1,46.46644,13.05863,RW-Corsi dacqua
UD,Moruzzo,07/09/2013 12:00:00 AM,Temperatura acqua,22.9,46.14421,13.14672,RW-Corsi dacqua
UD,Sauris,12/17/2018 12:00:00 AM,pH,8.2,46.45733,12.72095,RW-Corsi dacqua
UD,Paluzza,08/25/2008 12:00:00 AM,Fosfati,0.061,46.5855,12.9958,RW-Corsi dacqua
UD,Nimis,06/14/2016 12:00:00 AM,pH,8.4,46.19586,13.27426,RW-Corsi dacqua
UD,Resiutta,09/25/2017 12:00:00 AM,pH,8.4,46.39827,13.20077,RW-Corsi dacqua
UD,Porpetto,04/26/2010 12:00:00 AM,pH,7.7,45.86092,13.22018,RW-Corsi dacqua
UD,Codroipo,07/03/2017 12:00:00 AM,pH,8.2,45.99966,13.02479,RW-Corsi dacqua
PN,Montereale Valcellina,09/20/2012 12:00:00 AM,pH,8.3,46.16759,12.65087,LW-Laghi e invasi
UD,Carlino,06/06/2006 12:00:00 AM,Conducibilità elettrica a 20°C,517,45.80499,13.19179,RW-Corsi dacqua
UD,Ampezzo,03/05/2014 12:00:00 AM,Temperatura acqua,7,46.42834,12.7862,RW-Corsi dacqua
UD,Trasaghis,12/09/2013 12:00:00 AM,Temperatura acqua,8.5,46.3171,13.04634,RW-Corsi dacqua
UD,San Daniele del Friuli,12/06/2012 12:00:00 AM,pH,8,46.2099,13.02744,RW-Corsi dacqua
UD,Ragogna,12/04/2019 12:00:00 AM,Temperatura acqua,9.5,46.17663,13.00322,LW-Laghi e invasi
UD,Tarvisio,09/14/2017 12:00:00 AM,Fosfati,0.061,46.42042,13.56553,LW-Laghi e invasi
UD,Prepotto,12/22/2014 12:00:00 AM,Conducibilità elettrica a 20°C,310,46.06255,13.50278,RW-Corsi dacqua
UD,Bertiolo,10/29/2019 12:00:00 AM,Conducibilità elettrica a 20°C,445,45.93108,13.0759,RW-Corsi dacqua
UD,Colloredo di Monte Albano,06/20/2012 12:00:00 AM,Fosfati,0.105,46.15804,13.15914,RW-Corsi dacqua
PN,Fontanafredda,05/07/2018 12:00:00 AM,pH,7.7,45.97824,12.49078,RW-Corsi dacqua
UD,Latisana,04/19/2016 12:00:00 AM,pH,8.1,45.77247,12.99656,RW-Corsi dacqua
UD,Tarvisio,11/09/2009 12:00:00 AM,Conducibilità elettrica a 20°C,353,46.52571,13.62897,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,07/06/2011 12:00:00 AM,pH,7.8,45.61085,13.8568,RW-Corsi dacqua
UD,Latisana,03/14/2007 12:00:00 AM,Conducibilità elettrica a 20°C,520,45.77247,12.99656,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,11/05/2007 12:00:00 AM,Temperatura acqua,13.5,45.61085,13.8568,RW-Corsi dacqua
UD,Cividale del Friuli,07/22/2013 12:00:00 AM,Temperatura acqua,22.2,46.09232,13.43279,RW-Corsi dacqua
UD,Sauris,07/07/2014 12:00:00 AM,Temperatura acqua,9.2,46.45733,12.72095,RW-Corsi dacqua
PN,Meduno,03/30/2011 12:00:00 AM,Fosfati,0.2,46.21951,12.77197,RW-Corsi dacqua
PN,Sacile,02/24/2011 12:00:00 AM,Fosfati,0.2,45.92754,12.51482,RW-Corsi dacqua
PN,Pasiano di Pordenone,05/17/2010 12:00:00 AM,pH,7.8,45.83923,12.62112,RW-Corsi dacqua
UD,Latisana,11/15/2007 12:00:00 AM,Fosfati,0.123,45.77247,12.99656,RW-Corsi dacqua
PN,Erto e Casso,03/10/2010 12:00:00 AM,Temperatura acqua,4.9,46.27432,12.38058,RW-Corsi dacqua
UD,Moruzzo,12/15/2011 12:00:00 AM,Conducibilità elettrica a 20°C,536,46.14421,13.14672,RW-Corsi dacqua
UD,Cervignano del Friuli,04/28/2016 12:00:00 AM,pH,7.9,45.83021,13.3404,RW-Corsi dacqua
PN,Casarsa della Delizia,09/25/2018 12:00:00 AM,Fosfati,0.05,45.94564,12.8251,RW-Corsi dacqua
PN,Porcia,10/23/2018 12:00:00 AM,pH,8.3,45.96367,12.62737,RW-Corsi dacqua
UD,Faedis,06/03/2014 12:00:00 AM,Temperatura acqua,13.9,46.15807,13.35563,RW-Corsi dacqua
PN,Frisanco,11/13/2013 12:00:00 AM,Conducibilità elettrica a 20°C,331,46.21832,12.72121,RW-Corsi dacqua
UD,Ampezzo,09/25/2014 12:00:00 AM,pH,8.3,46.44796,12.71886,LW-Laghi e invasi
PN,San Martino al Tagliamento,09/15/2014 12:00:00 AM,Temperatura acqua,17.8,46.02061,12.87399,RW-Corsi dacqua
UD,Cavazzo Carnico,08/22/2006 12:00:00 AM,pH,8.1,46.37348,13.05836,RW-Corsi dacqua
GO,Gorizia,10/29/2015 12:00:00 AM,pH,8.1,45.95484,13.612,RW-Corsi dacqua
PN,Morsano al Tagliamento,02/05/2013 12:00:00 AM,pH,7.8,45.85455,12.95896,RW-Corsi dacqua
UD,Paularo,01/29/2015 12:00:00 AM,Conducibilità elettrica a 20°C,657,46.51699,13.12557,RW-Corsi dacqua
UD,Manzano,09/17/2009 12:00:00 AM,Fosfati,0.028,45.99243,13.38929,RW-Corsi dacqua
UD,Bertiolo,12/03/2015 12:00:00 AM,Fosfati,0.05,45.93108,13.0759,RW-Corsi dacqua
UD,Pulfero,09/26/2019 12:00:00 AM,Fosfati,0.05,46.20189,13.46946,RW-Corsi dacqua
UD,Pocenia,10/25/2011 12:00:00 AM,Fosfati,0.030,45.87833,13.11676,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,11/04/2009 12:00:00 AM,Conducibilità elettrica a 20°C,465,45.61085,13.8568,RW-Corsi dacqua
UD,Cavazzo Carnico,08/18/2009 12:00:00 AM,Fosfati,0.120,46.37348,13.05836,RW-Corsi dacqua
GO,Mossa,03/20/2012 12:00:00 AM,Fosfati,0.0153,45.95523,13.53375,RW-Corsi dacqua
PN,Budoia,11/22/2018 12:00:00 AM,Fosfati,0.05,46.07394,12.51063,RW-Corsi dacqua
PN,Morsano al Tagliamento,06/22/2017 12:00:00 AM,pH,8,45.87881,12.96208,RW-Corsi dacqua
UD,Manzano,08/26/2010 12:00:00 AM,pH,8.2,45.99243,13.38929,RW-Corsi dacqua
UD,Gemona del Friuli,06/19/2013 12:00:00 AM,Fosfati,0.05,46.25982,13.13389,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,07/13/2009 12:00:00 AM,Fosfati,0.021,45.61509,13.88149,RW-Corsi dacqua
UD,Trasaghis,09/16/2013 12:00:00 AM,Temperatura acqua,14.3,46.26712,13.05247,RW-Corsi dacqua
UD,Tarvisio,02/08/2011 12:00:00 AM,Conducibilità elettrica a 20°C,237,46.48774,13.67263,RW-Corsi dacqua
GO,Dolegna del Collio,05/09/2012 12:00:00 AM,pH,8.1,46.02317,13.47338,RW-Corsi dacqua
PN,Budoia,09/02/2013 12:00:00 AM,Conducibilità elettrica a 20°C,658,46.03678,12.5647,RW-Corsi dacqua
UD,Malborghetto Valbruna,10/22/2013 12:00:00 AM,Fosfati,0.05,46.50373,13.39606,RW-Corsi dacqua
GO,Savogna d'Isonzo,11/26/2010 12:00:00 AM,Fosfati,0.0123,45.88979,13.58755,RW-Corsi dacqua
UD,Paularo,11/26/2009 12:00:00 AM,Temperatura acqua,7.4,46.52713,13.12119,RW-Corsi dacqua
PN,Chions,04/01/2015 12:00:00 AM,Temperatura acqua,15.3,45.85189,12.74504,RW-Corsi dacqua
PN,Valvasone Arzene,06/19/2013 12:00:00 AM,pH,8.2,45.98844,12.85059,RW-Corsi dacqua
UD,Ragogna,02/27/2018 12:00:00 AM,Fosfati,0.06,46.17663,13.00322,LW-Laghi e invasi
PN,Tramonti di Sopra,02/15/2011 12:00:00 AM,Temperatura acqua,9,46.2653,12.73363,RW-Corsi dacqua
UD,Udine,12/19/2017 12:00:00 AM,Conducibilità elettrica a 20°C,435,46.07227,13.22547,RW-Corsi dacqua
UD,Villa Santina,04/22/2010 12:00:00 AM,Fosfati,6.7,46.41481,12.90662,RW-Corsi dacqua
PN,San Vito al Tagliamento,11/12/2013 12:00:00 AM,Conducibilità elettrica a 20°C,503,45.88464,12.83184,RW-Corsi dacqua
PN,San Vito al Tagliamento,08/24/2017 12:00:00 AM,pH,8.4,45.92489,12.88389,RW-Corsi dacqua
PN,Cordovado,06/23/2015 12:00:00 AM,pH,7.6,45.8346,12.88365,RW-Corsi dacqua
PN,Fiume Veneto,12/05/2016 12:00:00 AM,pH,8.1,45.93318,12.78561,RW-Corsi dacqua
PN,Pasiano di Pordenone,05/17/2010 12:00:00 AM,Fosfati,0.18,45.81916,12.58458,RW-Corsi dacqua
UD,Ragogna,11/18/2015 12:00:00 AM,Fosfati,0.061,46.17663,13.00322,LW-Laghi e invasi
PN,Sacile,07/22/2008 12:00:00 AM,pH,8,45.94056,12.50017,RW-Corsi dacqua
UD,Carlino,01/13/2010 12:00:00 AM,Fosfati,0.055,45.80499,13.19179,RW-Corsi dacqua
PN,Tramonti di Sopra,11/25/2014 12:00:00 AM,Conducibilità elettrica a 20°C,254,46.3005,12.7765,RW-Corsi dacqua
UD,San Giorgio di Nogaro,04/03/2014 12:00:00 AM,Fosfati,0.059,45.8322,13.21547,RW-Corsi dacqua
UD,Cavazzo Carnico,04/14/2009 12:00:00 AM,pH,8.1,46.37348,13.05836,RW-Corsi dacqua
PN,Fontanafredda,07/11/2011 12:00:00 AM,pH,7.5,45.95761,12.55083,RW-Corsi dacqua
UD,Paluzza,09/12/2012 12:00:00 AM,Temperatura acqua,14.4,46.53167,13.02622,RW-Corsi dacqua
TS,Duino-Aurisina,11/13/2013 12:00:00 AM,Fosfati,0.0306,45.78741,13.59086,RW-Corsi dacqua
UD,Reana del Rojale,02/24/2016 12:00:00 AM,pH,8.3,46.19475,13.24454,RW-Corsi dacqua
UD,Forni Avoltri,09/17/2018 12:00:00 AM,pH,8.4,46.59172,12.77511,RW-Corsi dacqua
UD,Mortegliano,11/18/2013 12:00:00 AM,Fosfati,0.116,45.92747,13.16565,RW-Corsi dacqua
UD,Mereto di Tomba,08/07/2012 12:00:00 AM,pH,8.4,46.01656,13.02889,RW-Corsi dacqua
UD,Tarvisio,11/24/2015 12:00:00 AM,Conducibilità elettrica a 20°C,434,46.50415,13.59224,RW-Corsi dacqua
TS,Duino-Aurisina,06/24/2014 12:00:00 AM,Fosfati,0.0613,45.78741,13.59086,RW-Corsi dacqua
PN,Sesto al Reghena,03/01/2012 12:00:00 AM,Conducibilità elettrica a 20°C,484,45.8651,12.86092,RW-Corsi dacqua
UD,Castions di Strada,12/03/2012 12:00:00 AM,Temperatura acqua,9.6,45.87825,13.19004,RW-Corsi dacqua
UD,Premariacco,12/19/2016 12:00:00 AM,pH,8.2,46.03611,13.38418,RW-Corsi dacqua
PN,Azzano Decimo,08/23/2013 12:00:00 AM,Fosfati,0.06,45.87163,12.71642,RW-Corsi dacqua
PN,Castelnovo del Friuli,04/12/2011 12:00:00 AM,Conducibilità elettrica a 20°C,489,46.18259,12.90909,RW-Corsi dacqua
GO,Gorizia,02/21/2011 12:00:00 AM,pH,8.1,45.97918,13.62092,RW-Corsi dacqua
PN,Castelnovo del Friuli,05/22/2019 12:00:00 AM,pH,8.2,46.18259,12.90909,RW-Corsi dacqua
UD,Taipana,11/22/2011 12:00:00 AM,Fosfati,0.015,46.25403,13.39873,RW-Corsi dacqua
PN,Caneva,02/25/2014 12:00:00 AM,Temperatura acqua,9.7,45.94758,12.4467,RW-Corsi dacqua
PN,Sacile,11/17/2011 12:00:00 AM,Temperatura acqua,11.5,45.94056,12.50017,RW-Corsi dacqua
UD,Comeglians,01/22/2015 12:00:00 AM,pH,8.3,46.52203,12.91395,RW-Corsi dacqua
UD,Ravascletto,09/29/2014 12:00:00 AM,Fosfati,0.069,46.52885,12.95858,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,11/05/2007 12:00:00 AM,Conducibilità elettrica a 20°C,420,45.61085,13.8568,RW-Corsi dacqua
UD,Tarvisio,11/09/2016 12:00:00 AM,Conducibilità elettrica a 20°C,217,46.48161,13.67274,LW-Laghi e invasi
